username,artist,album,song,date
Lourencoo,Ethel Cain,Preacher’s Daughter,American Teenager,05 Nov 2022 11:25
Lourencoo,Taylor Swift,Midnights (3am Edition),Anti-Hero,05 Nov 2022 11:24
Lourencoo,Grimes,Art Angels,Flesh without Blood,05 Nov 2022 11:22
Lourencoo,Ethel Cain,Preacher’s Daughter,American Teenager,05 Nov 2022 11:22
Lourencoo,Taylor Swift,Midnights (3am Edition),Anti-Hero,05 Nov 2022 11:21
Lourencoo,Grimes,Art Angels,Flesh without Blood,05 Nov 2022 11:19
Lourencoo,Ethel Cain,Preacher’s Daughter,American Teenager,05 Nov 2022 11:19
Lourencoo,Taylor Swift,Midnights (3am Edition),Anti-Hero,05 Nov 2022 11:18
Lourencoo,Grimes,Art Angels,Flesh without Blood,05 Nov 2022 11:16
Lourencoo,Ethel Cain,Preacher’s Daughter,American Teenager,05 Nov 2022 11:16
Lourencoo,Taylor Swift,Midnights (3am Edition),Anti-Hero,05 Nov 2022 11:15
Lourencoo,Grimes,Art Angels,Flesh without Blood,05 Nov 2022 11:13
Lourencoo,Ethel Cain,Preacher’s Daughter,American Teenager,05 Nov 2022 11:13
Lourencoo,Taylor Swift,Midnights (3am Edition),Anti-Hero,05 Nov 2022 11:12
Lourencoo,Lorde,Pure Heroine,Buzzcut Season,05 Nov 2022 11:11
Lourencoo,Grimes,Art Angels,Flesh without Blood,05 Nov 2022 11:10
Lourencoo,Ethel Cain,Preacher’s Daughter,American Teenager,05 Nov 2022 11:10
Lourencoo,Taylor Swift,Midnights (3am Edition),Anti-Hero,05 Nov 2022 11:09
Lourencoo,Grimes,Art Angels,Flesh without Blood,05 Nov 2022 11:07
Lourencoo,Ethel Cain,Preacher’s Daughter,American Teenager,05 Nov 2022 11:07
Lourencoo,Taylor Swift,Midnights (3am Edition),Anti-Hero,05 Nov 2022 11:06
Lourencoo,Grimes,Art Angels,Flesh without Blood,05 Nov 2022 11:04
Lourencoo,Ethel Cain,Preacher’s Daughter,American Teenager,05 Nov 2022 11:04
Lourencoo,Taylor Swift,Midnights (3am Edition),Anti-Hero,05 Nov 2022 11:03
Lourencoo,Grimes,Art Angels,Flesh without Blood,05 Nov 2022 11:01
Lourencoo,Ethel Cain,Preacher’s Daughter,American Teenager,05 Nov 2022 11:01
Lourencoo,Taylor Swift,Midnights (3am Edition),Anti-Hero,05 Nov 2022 11:00
Lourencoo,Grimes,Art Angels,Flesh without Blood,05 Nov 2022 10:58
Lourencoo,Ethel Cain,Preacher’s Daughter,American Teenager,05 Nov 2022 10:58
Lourencoo,Taylor Swift,Midnights (3am Edition),Anti-Hero,05 Nov 2022 10:57
Lourencoo,Grimes,Art Angels,Flesh without Blood,05 Nov 2022 10:55
Lourencoo,Ethel Cain,Preacher’s Daughter,American Teenager,05 Nov 2022 10:55
Lourencoo,Taylor Swift,Midnights (3am Edition),Anti-Hero,05 Nov 2022 10:54
Lourencoo,Grimes,Art Angels,Flesh without Blood,05 Nov 2022 10:52
Lourencoo,Ethel Cain,Preacher’s Daughter,American Teenager,05 Nov 2022 10:52
Lourencoo,Taylor Swift,Midnights (3am Edition),Anti-Hero,05 Nov 2022 10:51
Lourencoo,Grimes,Art Angels,Flesh without Blood,05 Nov 2022 10:49
Lourencoo,Ethel Cain,Preacher’s Daughter,American Teenager,05 Nov 2022 10:49
Lourencoo,Taylor Swift,Midnights (3am Edition),Anti-Hero,05 Nov 2022 10:48
Lourencoo,Grimes,Art Angels,Flesh without Blood,05 Nov 2022 10:46
