username,artist,album,song,date
ibprivat,Lou Reed,Transformer,Goodnight Ladies,15 Sep 2013 15:08
ibprivat,David Bowie,The Next Day,Dancing Out in Space,15 Sep 2013 15:05
ibprivat,David Bowie,,Rebel Rebel,06 Jul 2013 20:32
ibprivat,David Bowie,Sound And Vision,Cracked Actor (Live) (2003 Digital Remaster),29 Sep 2007 18:24
ibprivat,The Kinks,Lola vs Powerman And The Moneygoround,Powerman,29 Sep 2007 18:20
ibprivat,U2,5 Track EP,I Remember You [Live],29 Sep 2007 17:51
ibprivat,The Rolling Stones,Like a Rolling Stone,Like a Rolling Stone,29 Sep 2007 17:47
ibprivat,Jimi Hendrix,The Jimi Hendrix Experience (disc 4),Astro Man,29 Sep 2007 17:43
ibprivat,Beatsteaks,Hello Joe,Frieda und die Bomben (Turbostaat vs. Beatsteaks),19 Jul 2007 20:02
ibprivat,Wir sind Helden,Von hier an blind,Geht auseinander,19 Jul 2007 19:57
